MV-001-0001|good morning how are you|moreover|0
MV-001-0002|i'm fine thanks how are you|i am fine things how are you|0.5714285714285714
MV-001-0003|hello how are you doing|hello how are you doing|1.0
MV-001-0004|fine just fine how are you|and just fine how |0.49123845184678916
MV-001-0005|hi how is it going|how this long|0.17113903967753066
MV-001-0006|pretty good how about you|it however |0
MV-001-0007|hi what's up|i was up|0.3333333333333333
MV-001-0008|not much what about you|not much at about the|0.6
MV-001-0009|what have you been up to|watermen up to|0.24525296078096154
MV-001-0010|the same as usual|the same as usual|1.0
MV-001-0011|how to thank people|but thank me|0.23884377019126307
MV-001-0012|thank you for looking after my son|thank you for looking after my son|1.0
MV-001-0013|you're very welcome|overwelcome|0
MV-001-0014|thanks for your help|as for help|0.47768754038252614
MV-001-0015|no problem|no problem|1.0
MV-001-0016|thank you for carrying my bag|thank you for carrying my bag|1.0
MV-001-0017|don't mention it|don't mention|0.6065306597126334
MV-001-0018|that's very kind of you but you really shouldn't have gone to all this trouble|the very kind of adriutha gone to all this travel|0.42457146179884336
MV-001-0019|i was happy to help|i was happy to help|1.0
SA-001-0001|good morning how are you|good morning how are you|1.0
SA-001-0002|good morning how are you|good morning how are you|1.0
SA-001-0003|good morning how are you|good morning how are you|1.0
SA-001-0004|good morning how are you|good morning how are you|1.0
SA-001-0005|good morning how are you|good morning how are you|1.0
SA-001-0006|good morning how are you|morning how are you|0.7788007830714049
SA-001-0007|good morning how are you|good morning how are you|1.0
SA-001-0008|good morning how are you|good morning how are you|1.0
SA-001-0009|good morning how are you|good morning how are |0.8
SA-001-0010|good morning how are you|suborning how are you|0.5841005873035536
SA-001-0011|good morning how are you|morning how are you|0.7788007830714049
SA-001-0012|good morning how are you|good morning how are you|1.0
SA-001-0013|good morning how are you|good morning how are you|1.0
SA-001-0014|good morning how are you|good morning how are you|1.0
SA-001-0015|good morning how are you|but moment how i|0.19470019576785122
SA-001-0016|good morning how are you|good morning how are you|1.0
SA-001-0017|good morning how are you|good morning how are|0.7788007830714049
SA-001-0018|good morning how are you|good morning how are you|1.0
SA-001-0019|good morning how are you|the morning how are you|0.8
SA-001-0020|good morning how are you|good morning how are you|1.0
SA-001-0021|good morning how are you|good morning how are you|1.0
SA-001-0022|good morning how are you|good morning how are you|1.0
SA-001-0023|good morning how are you|could morning how are you|0.8
SA-001-0024|good morning how are you|good morning how are you|1.0
SA-001-0025|good morning how are you|good morning how are you|1.0
SA-001-0026|good morning how are you|good morning how are you|1.0
SA-001-0027|good morning how are you|good morning how are you|1.0
SA-001-0028|i'm fine thanks how are you|fine thanks how are you|0.8187307530779819
SA-001-0029|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0030|i'm fine thanks how are you|in fine thanks how are ye|0.6666666666666666
SA-001-0031|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0032|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0033|i'm fine thanks how are you|in fine banks he|0.15163266492815836
SA-001-0034|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0035|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0036|i'm fine thanks how are you|in fine thanks how are|0.6549846024623855
SA-001-0037|i'm fine thanks how are you|i find things how are you|0.5
SA-001-0038|i'm fine thanks how are you|in fine thanks how are you|0.8333333333333334
SA-001-0039|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0040|i'm fine thanks how are you|i am fine thanks how are you|0.7142857142857143
SA-001-0041|i'm fine thanks how are you|i find things how are you|0.5
SA-001-0042|i'm fine thanks how are you|in fine thanks to a|0.3274923012311928
SA-001-0043|i'm fine thanks how are you|and find zachary|0
SA-001-0044|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0045|i'm fine thanks how are you|in fine thanks how are you|0.8333333333333334
SA-001-0046|i'm fine thanks how are you|in fine then how are|0.49123845184678916
SA-001-0047|i'm fine thanks how are you|i am fine thanks how are|0.6666666666666666
SA-001-0048|i'm fine thanks how are you|i find time|0
SA-001-0049|i'm fine thanks how are you|in fine thanks how are you|0.8333333333333334
SA-001-0050|i'm fine thanks how are you|i'm fine thanks how are |0.8333333333333334
SA-001-0051|i'm fine thanks how are you|i'm fine thanks how you|0.8187307530779819
SA-001-0052|i'm fine thanks how are you|i'm fine thank how are you|0.8333333333333334
SA-001-0053|i'm fine thanks how are you|in fine thanks how are you|0.8333333333333334
SA-001-0054|i'm fine thanks how are you|i'm fine thanks how are you|1.0
SA-001-0055|hello how are you doing|hello how are you doing|1.0
SA-001-0056|hello how are you doing|hello how are you doing|1.0
SA-001-0057|hello how are you doing|hello how are you doing|1.0
SA-001-0058|hello how are you doing|how are you doing|0.7788007830714049
SA-001-0059|hello how are you doing|hello how are you doing|1.0
SA-001-0060|hello how are you doing|do how are you doing|0.8
SA-001-0061|hello how are you doing|how are you doing|0.7788007830714049
SA-001-0062|hello how are you doing|hello how are you doing|1.0
SA-001-0063|hello how are you doing|hello how are you doing|1.0
SA-001-0064|hello how are you doing|hello are you doing|0.7788007830714049
SA-001-0065|hello how are you doing|hello how are you doing|1.0
SA-001-0066|hello how are you doing|hello are you doing|0.7788007830714049
SA-001-0067|hello how are you doing|hello how are you doing|1.0
SA-001-0068|hello how are you doing|how are you doing|0.7788007830714049
SA-001-0069|hello how are you doing|how how are you doing|0.8
SA-001-0070|hello how are you doing|hello how are you doing|1.0
SA-001-0071|hello how are you doing|hello how are you doing|1.0
SA-001-0072|hello how are you doing|hello how are you doing|1.0
SA-001-0073|hello how are you doing|hello how are you doin|0.8
SA-001-0074|hello how are you doing|to how are you doing|0.8
SA-001-0075|hello how are you doing|hello how are you doing|1.0
SA-001-0076|hello how are you doing|below how are you doing|0.8
SA-001-0077|hello how are you doing|color you doing|0.3422780793550613
SA-001-0078|hello how are you doing|hello how you doing|0.7788007830714049
SA-001-0079|hello how are you doing|hello how are you doing|1.0
SA-001-0080|hello how are you doing|hello how are you doing|1.0
SA-001-0081|hello how are you doing|hello how are you doing|1.0
SA-001-0082|fine just fine how are you|just fine how are you|0.8187307530779819
SA-001-0083|fine just fine how are you|fine just fine how are you|1.0
SA-001-0084|fine just fine how are you|fine just fine how are you|1.0
SA-001-0085|fine just fine how are you|fine just fine how are you|1.0
SA-001-0086|fine just fine how are you|fine just fine how are you|1.0
SA-001-0087|fine just fine how are you|i'm just fine how you|0.6549846024623855
SA-001-0088|fine just fine how are you|fine just fine how are you|1.0
SA-001-0089|fine just fine how are you|fine just fine how are you|1.0
SA-001-0090|fine just fine how are you|fine just fine how are |0.8333333333333334
SA-001-0091|fine just fine how are you|fine just fine how i |0.6666666666666666
SA-001-0092|fine just fine how are you|fine just fine how are you|1.0
SA-001-0093|fine just fine how are you|fine just fine how|0.6065306597126334
SA-001-0094|fine just fine how are you|fine just fine how are you|1.0
SA-001-0095|fine just fine how are you|fine just fine how|0.6065306597126334
SA-001-0096|fine just fine how are you|fine just fine how are you|1.0
SA-001-0097|fine just fine how are you|fine just fine how are you|1.0
SA-001-0098|fine just fine how are you|find just fine how are you|0.8333333333333334
SA-001-0099|fine just fine how are you|fine just fine how are you|1.0
SA-001-0100|fine just fine how are you|fine fine how are you|0.8187307530779819
SA-001-0101|fine just fine how are you|fine just fine how are you|1.0
SA-001-0102|fine just fine how are you|finest fine how are you|0.6549846024623855
SA-001-0103|fine just fine how are you|pinching are you|0.24525296078096154
SA-001-0104|fine just fine how are you|fine just fine how are you|1.0
SA-001-0105|fine just fine how are you|fine just fine how are you|1.0
SA-001-0106|fine just fine how are you|fine just fine how are you|1.0
SA-001-0107|fine just fine how are you|fine just fine how |0.6549846024623855
SA-001-0108|fine just fine how are you|fine just fine how are you|1.0
SA-001-0109|hi how is it going|how is it going|0.7788007830714049
SA-001-0110|hi how is it going|those going|0.11156508007421491
SA-001-0111|hi how is it going|how is it going|0.7788007830714049
SA-001-0112|hi how is it going|how is it going|0.7788007830714049
SA-001-0113|hi how is it going|his agoin|0
SA-001-0114|hi how is it going|i was going|0.17113903967753066
SA-001-0115|hi how is it going|high hoisting|0
SA-001-0116|hi how is it going|i hoisting|0
SA-001-0117|hi how is it going|i await|0
SA-001-0118|hi how is it going|how is it goin|0.5841005873035536
SA-001-0119|hi how is it going|i hoisting|0
SA-001-0120|hi how is it going|his agoing|0
SA-001-0121|hi how is it going|i was a going|0.19470019576785122
SA-001-0122|hi how is it going|i has a going|0.19470019576785122
SA-001-0123|hi how is it going|how is it going|0.7788007830714049
